entry_time,exit_time,direction,contracts,position_size,entry_price,exit_price,stop_loss,take_profit,pnl_ticks,pnl_points,pnl_dollars,commission,slippage_cost,net_pnl,exit_reason,strategy_type
2022-08-09T09:50:00-04:00,2022-08-09T15:50:00-04:00,short,1,1.0,13035.5,13033.25,13112.25,12885.0,9.0,2.25,4.5,4.5,1.0,-1.0,End of Day,
2022-08-10T11:00:00-04:00,2022-08-10T15:50:00-04:00,long,1,1.0,13356.0,13400.5,13268.25,13529.5,178.0,44.5,89.0,4.5,1.0,83.5,End of Day,
2022-08-11T10:00:00-04:00,2022-08-11T11:05:00-04:00,long,1,1.0,13514.5,13456.0,13456.0,13629.5,-234.0,-58.5,-117.0,4.5,1.0,-122.5,Stop Loss,
2022-08-12T09:45:00-04:00,2022-08-12T15:50:00-04:00,long,1,1.0,13433.25,13564.75,13359.0,13579.75,526.0,131.5,263.0,4.5,1.0,257.5,End of Day,
2022-08-15T09:50:00-04:00,2022-08-15T15:50:00-04:00,long,1,1.0,13607.5,13679.75,13534.75,13751.0,289.0,72.25,144.5,4.5,1.0,139.0,End of Day,
2022-08-16T09:45:00-04:00,2022-08-16T11:45:00-04:00,short,1,1.0,13606.5,13659.75,13659.75,13503.0,-213.0,-53.25,-106.5,4.5,1.0,-112.0,Stop Loss,
2022-08-17T10:10:00-04:00,2022-08-17T14:05:00-04:00,short,1,1.0,13483.0,13566.25,13566.25,13319.5,-333.0,-83.25,-166.5,4.5,1.0,-172.0,Stop Loss,
2022-08-18T10:00:00-04:00,2022-08-18T10:20:00-04:00,short,1,1.0,13434.5,13498.0,13498.0,13310.5,-254.0,-63.5,-127.0,4.5,1.0,-132.5,Stop Loss,
2022-08-19T09:45:00-04:00,2022-08-19T15:50:00-04:00,short,1,1.0,13339.25,13266.25,13425.25,13170.25,292.0,73.0,146.0,4.5,1.0,140.5,End of Day,
2022-08-22T09:45:00-04:00,2022-08-22T15:40:00-04:00,short,1,1.0,13020.0,12879.0,13092.0,12879.0,564.0,141.0,282.0,4.5,1.0,276.5,Take Profit,
2022-08-24T09:50:00-04:00,2022-08-24T15:50:00-04:00,long,1,1.0,12908.0,12947.75,12852.25,13017.5,159.0,39.75,79.5,4.5,1.0,74.0,End of Day,
2022-08-29T09:55:00-04:00,2022-08-29T10:50:00-04:00,long,1,1.0,4044.75,4020.75,4020.75,4090.75,-96.0,-24.0,-120.0,4.5,2.5,-127.0,Stop Loss,
2022-08-29T10:15:00-04:00,2022-08-29T10:50:00-04:00,long,1,1.0,12606.75,12479.0,12479.0,12860.25,-511.0,-127.75,-255.5,4.5,1.0,-261.0,Stop Loss,
2022-08-30T09:45:00-04:00,2022-08-30T10:30:00-04:00,short,1,1.0,4026.75,3990.75,4046.25,3990.75,144.0,36.0,180.0,4.5,2.5,173.0,Take Profit,
2022-08-30T09:45:00-04:00,2022-08-30T10:35:00-04:00,short,1,1.0,12499.25,12326.25,12587.25,12326.25,692.0,173.0,346.0,4.5,1.0,340.5,Take Profit,
2022-08-31T09:45:00-04:00,2022-08-31T10:15:00-04:00,long,1,1.0,4014.25,3986.25,3986.25,4068.25,-112.0,-28.0,-140.0,4.5,2.5,-147.0,Stop Loss,
2022-08-31T09:45:00-04:00,2022-08-31T10:15:00-04:00,long,1,1.0,12492.75,12390.5,12390.5,12695.25,-409.0,-102.25,-204.5,4.5,1.0,-210.0,Stop Loss,
2022-09-02T10:00:00-04:00,2022-09-02T10:30:00-04:00,short,1,1.0,12289.75,12415.5,12415.5,12041.25,-503.0,-125.75,-251.5,4.5,1.0,-257.0,Stop Loss,
2022-09-06T09:45:00-04:00,2022-09-06T15:50:00-04:00,short,1,1.0,3921.0,3906.0,3944.5,3877.0,60.0,15.0,75.0,4.5,2.5,68.0,End of Day,
2022-09-06T09:45:00-04:00,2022-09-06T15:50:00-04:00,short,1,1.0,12075.25,12011.5,12169.0,11890.75,255.0,63.75,127.5,4.5,1.0,122.0,End of Day,
2022-09-07T10:15:00-04:00,2022-09-07T11:05:00-04:00,short,1,1.0,12034.25,12125.5,12125.5,11854.75,-365.0,-91.25,-182.5,4.5,1.0,-188.0,Stop Loss,
2022-09-07T10:30:00-04:00,2022-09-07T14:50:00-04:00,long,1,1.0,3930.5,3980.5,3904.5,3980.5,200.0,50.0,250.0,4.5,2.5,243.0,Take Profit,
2022-09-08T09:50:00-04:00,2022-09-08T15:50:00-04:00,long,1,1.0,3972.0,4001.75,3942.5,4029.0,119.0,29.75,148.75,4.5,2.5,141.75,End of Day,
2022-09-08T10:25:00-04:00,2022-09-08T15:50:00-04:00,long,1,1.0,12224.0,12302.75,12117.0,12436.0,315.0,78.75,157.5,4.5,1.0,152.0,End of Day,
2022-09-12T09:45:00-04:00,2022-09-12T12:10:00-04:00,long,1,1.0,12700.25,12641.0,12641.0,12816.75,-237.0,-59.25,-118.5,4.5,1.0,-124.0,Stop Loss,
2022-09-13T09:55:00-04:00,2022-09-13T15:10:00-04:00,short,1,1.0,12320.0,12110.5,12426.25,12110.5,838.0,209.5,419.0,4.5,1.0,413.5,Take Profit,
2022-09-15T10:00:00-04:00,2022-09-15T10:25:00-04:00,long,1,1.0,12101.5,12033.0,12033.0,12236.5,-274.0,-68.5,-137.0,4.5,1.0,-142.5,Stop Loss,
2022-09-19T09:45:00-04:00,2022-09-19T15:50:00-04:00,long,1,1.0,3878.5,3915.75,3853.5,3926.5,149.0,37.25,186.25,4.5,2.5,179.25,End of Day,
2022-09-19T09:45:00-04:00,2022-09-19T15:50:00-04:00,long,1,1.0,11906.25,12019.75,11815.5,12085.75,454.0,113.5,227.0,4.5,1.0,221.5,End of Day,
2022-09-20T10:10:00-04:00,2022-09-20T11:50:00-04:00,short,1,1.0,3865.75,3885.0,3885.0,3830.25,-77.0,-19.25,-96.25,4.5,2.5,-103.25,Stop Loss,
2022-09-20T10:50:00-04:00,2022-09-20T13:25:00-04:00,long,1,1.0,11948.25,11886.5,11886.5,12069.75,-247.0,-61.75,-123.5,4.5,1.0,-129.0,Stop Loss,
2022-09-22T09:50:00-04:00,2022-09-22T15:50:00-04:00,short,1,1.0,3777.75,3785.5,3806.75,3722.75,-31.0,-7.75,-38.75,4.5,2.5,-45.75,End of Day,
2022-09-22T09:50:00-04:00,2022-09-22T15:45:00-04:00,short,1,1.0,11582.25,11682.25,11682.25,11385.25,-400.0,-100.0,-200.0,4.5,1.0,-205.5,Stop Loss,
2022-09-26T09:50:00-04:00,2022-09-26T12:25:00-04:00,long,1,1.0,11462.5,11342.5,11342.5,11700.5,-480.0,-120.0,-240.0,4.5,1.0,-245.5,Stop Loss,
2022-09-27T10:00:00-04:00,2022-09-27T12:15:00-04:00,short,1,1.0,3702.5,3646.0,3732.25,3646.0,226.0,56.5,282.5,4.5,2.5,275.5,Take Profit,
2022-09-27T10:00:00-04:00,2022-09-27T12:15:00-04:00,short,1,1.0,11459.5,11245.5,11568.0,11245.5,856.0,214.0,428.0,4.5,1.0,422.5,Take Profit,
2022-09-29T09:45:00-04:00,2022-09-29T15:50:00-04:00,short,1,1.0,3657.25,3652.75,3697.75,3579.25,18.0,4.5,22.5,4.5,2.5,15.5,End of Day,
2022-09-29T09:45:00-04:00,2022-09-29T15:50:00-04:00,short,1,1.0,11262.25,11220.0,11401.75,10986.25,169.0,42.25,84.5,4.5,1.0,79.0,End of Day,
2022-10-03T09:45:00-04:00,2022-10-03T14:15:00-04:00,long,1,1.0,11128.5,11303.5,11040.0,11303.5,700.0,175.0,350.0,4.5,1.0,344.5,Take Profit,
2022-10-04T09:45:00-04:00,2022-10-04T15:50:00-04:00,long,1,1.0,3773.25,3802.5,3747.75,3822.25,117.0,29.25,146.25,4.5,2.5,139.25,End of Day,
2022-10-04T09:45:00-04:00,2022-10-04T15:50:00-04:00,long,1,1.0,11575.5,11633.75,11514.25,11696.0,233.0,58.25,116.5,4.5,1.0,111.0,End of Day,
2022-10-05T10:00:00-04:00,2022-10-05T12:45:00-04:00,short,1,1.0,11462.75,11539.0,11539.0,11313.25,-305.0,-76.25,-152.5,4.5,1.0,-158.0,Stop Loss,
2022-10-06T10:00:00-04:00,2022-10-06T15:50:00-04:00,short,1,1.0,3776.0,3761.5,3811.5,3708.0,58.0,14.5,72.5,4.5,2.5,65.5,End of Day,
2022-10-06T10:00:00-04:00,2022-10-06T15:50:00-04:00,short,1,1.0,11587.75,11554.25,11721.75,11322.75,134.0,33.5,67.0,4.5,1.0,61.5,End of Day,
2022-10-10T09:50:00-04:00,2022-10-10T15:50:00-04:00,short,1,1.0,11019.5,11020.25,11125.75,10810.0,-3.0,-0.75,-1.5,4.5,1.0,-7.0,End of Day,
2022-10-11T09:45:00-04:00,2022-10-11T11:35:00-04:00,short,1,1.0,10858.0,10944.5,10944.5,10688.0,-346.0,-86.5,-173.0,4.5,1.0,-178.5,Stop Loss,
2022-10-12T09:45:00-04:00,2022-10-12T15:50:00-04:00,long,1,1.0,10933.0,10860.0,10805.75,11185.5,-292.0,-73.0,-146.0,4.5,1.0,-151.5,End of Day,
2022-10-17T09:50:00-04:00,2022-10-17T15:50:00-04:00,long,1,1.0,11115.25,11124.25,10999.0,11345.75,36.0,9.0,18.0,4.5,1.0,12.5,End of Day,
2022-10-17T10:10:00-04:00,2022-10-17T15:50:00-04:00,long,1,1.0,3697.25,3695.5,3661.5,3766.75,-7.0,-1.75,-8.75,4.5,2.5,-15.75,End of Day,
2022-10-18T09:55:00-04:00,2022-10-18T11:10:00-04:00,short,1,1.0,11345.25,11175.25,11431.75,11175.25,680.0,170.0,340.0,4.5,1.0,334.5,Take Profit,
2022-10-19T10:10:00-04:00,2022-10-19T12:45:00-04:00,long,1,1.0,11214.25,11110.25,11110.25,11420.25,-416.0,-104.0,-208.0,4.5,1.0,-213.5,Stop Loss,
2022-10-24T09:45:00-04:00,2022-10-24T10:00:00-04:00,long,1,1.0,11399.5,11300.25,11300.25,11596.0,-397.0,-99.25,-198.5,4.5,1.0,-204.0,Stop Loss,
2022-10-26T09:45:00-04:00,2022-10-26T11:05:00-04:00,long,1,1.0,11510.25,11662.75,11433.0,11662.75,610.0,152.5,305.0,4.5,1.0,299.5,Take Profit,
2022-10-28T09:55:00-04:00,2022-10-28T15:50:00-04:00,long,1,1.0,3851.0,3913.5,3816.25,3918.5,250.0,62.5,312.5,4.5,2.5,305.5,End of Day,
2022-10-28T10:25:00-04:00,2022-10-28T15:50:00-04:00,long,1,1.0,11365.25,11595.5,11206.25,11681.25,921.0,230.25,460.5,4.5,1.0,455.0,End of Day,
2022-10-31T09:45:00-04:00,2022-10-31T15:50:00-04:00,short,1,1.0,11448.5,11439.0,11522.75,11303.0,38.0,9.5,19.0,4.5,1.0,13.5,End of Day,
2022-11-02T09:55:00-04:00,2022-11-02T14:00:00-04:00,short,1,1.0,3844.75,3860.5,3860.5,3816.25,-63.0,-15.75,-78.75,4.5,2.5,-85.75,Stop Loss,
2022-11-02T10:10:00-04:00,2022-11-02T14:00:00-04:00,short,1,1.0,11269.75,11340.75,11340.75,11130.75,-284.0,-71.0,-142.0,4.5,1.0,-147.5,Stop Loss,
2022-11-03T09:45:00-04:00,2022-11-03T10:45:00-04:00,short,1,1.0,10781.5,10848.25,10848.25,10651.0,-267.0,-66.75,-133.5,4.5,1.0,-139.0,Stop Loss,
2022-11-03T09:50:00-04:00,2022-11-03T10:25:00-04:00,short,1,1.0,3719.75,3739.5,3739.5,3683.25,-79.0,-19.75,-98.75,4.5,2.5,-105.75,Stop Loss,
2022-11-04T09:45:00-04:00,2022-11-04T10:20:00-04:00,short,1,1.0,3742.75,3790.25,3790.25,3650.75,-190.0,-47.5,-237.5,4.5,2.5,-244.5,Stop Loss,
2022-11-04T09:45:00-04:00,2022-11-04T10:40:00-04:00,short,1,1.0,10738.0,10963.75,10963.75,10289.5,-903.0,-225.75,-451.5,4.5,1.0,-457.0,Stop Loss,
